Product_Page,Price,Brand,Review Count,Rating,Location,Link
4,25990.0,"MSI NOTEBOOK THIN 15 B13UC-2415TH | 15.6"" FHD | Raptor Lake i7-13620H | NVIDIA GeForce RTX 3050 | 16GB(8GBx2) DDR4 | 512GB NVMe PCIe SSD | Windows® 11 Home () [Pre-Order 7-15]",5,5,กรุงเทพมหานคร,https://www.lazada.co.th/products/pdp-i5325489269.html
4,25929.0,() ELECTROLUX   EWW1024P5WB UltimateCare™ 500  10/7 .,21,4,สมุทรปราการ,https://www.lazada.co.th/products/pdp-i3376802022.html
4,25890.0,"MSI PRO DP10 13M-038TH | PRO DP10 13M-039TH | i7-1360P | 16GB(8GBx2) | 512G M.2 PCle SSD | Windows 11 Home (, Mini PC) [Pre-Order 7-15]",2,5,กรุงเทพมหานคร,https://www.lazada.co.th/products/pdp-i4657123456.html
4,25760.0,ACER ASPIRE A15 (A15-41M-R3DU) AMD Ryzen 5 8640HS  AMD Radeon Graphics NOTEBOOK()  By Speed Gaming,1,5,กรุงเทพมหานคร,https://www.lazada.co.th/products/pdp-i5312806599.html
1,25750.0,AIO Lenovo ThinkCentre Neo 50a 24 G5 (12SD001FTB),2,5,นนทบุรี,https://www.lazada.co.th/products/pdp-i5523981270.html
1,25630.0,[ 0% 10 .]LENOVO IDEAPAD SLIM 5 16IMH9 83DC004CTA/Ultra 5 125H/ 3 Years,19,4,กรุงเทพมหานคร,https://www.lazada.co.th/products/pdp-i5173058134.html
4,25500.0,"ZOWIE XL2566X+ 24.1 Fast TN 400Hz DyAc™2 Esports Gaming Monitor ( 400hz, )",1,5,ปทุมธานี,https://www.lazada.co.th/products/pdp-i5357208101.html
4,25500.0,Apple Macbook Air 13-inch Chip M1/8core CPU/7core GPU/256-512GB SSD /Key Board-Thai,406,5,กรุงเทพมหานคร,https://www.lazada.co.th/products/pdp-i4326630694.html
4,25359.8,TOZIENT  S8ProMax    ,10,5,นครปฐม,https://www.lazada.co.th/products/pdp-i4420578702.html
1,22590.0,[]Machenike Mini PC GTX AMD Ryzen7 8845HS 16G DDR5 RAM 1T SSD PCIE4.0 WiFi6 2025 ,7,4,สมุทรสาคร,https://www.lazada.co.th/products/pdp-i5173676809.html
1,21990.0,"ASUS M3702WFAK-BPE015WA, all-in-one, AMD Ryzen 5 7520U, 16GB LPDDR5, AMD Radeon Graphics, 512GB M.2 NVMe PCIe 3.0 SSD",4,5,กรุงเทพมหานคร,https://www.lazada.co.th/products/pdp-i5482074270.html
1,20990.0,"ASUS AIO A3402WVAK-BPC145WA, all-in-one, Intel Core i5-1335U, 16GB DDR5 SO-DIMM, Intel Graphics, 512GB M.2 NVMe PCIe 4.0 SSD",1,5,กรุงเทพมหานคร,https://www.lazada.co.th/products/pdp-i5514920851.html
1,20930.0,"[ 3,100.-][ 0% 10 .]DELL All In One Inspiron 24 5430 OID5430103501GTH-AIO5430-Ds-W /  3 Years+Onsite",1,5,กรุงเทพมหานคร,https://www.lazada.co.th/products/pdp-i5114954792.html
1,19723.01, All-in-One PC   CPU i7 16GB RAM 512G SSD   27  ,3,5,สมุทรปราการ,https://www.lazada.co.th/products/pdp-i5264729189.html
1,19100.0,HP (24-cr0103d) INTEL i5-1335U 23.8 FHD IPS All-in-One()  By Speed Gaming,16,5,กรุงเทพมหานคร,https://www.lazada.co.th/products/pdp-i5174582917.html
1,18990.0,"ASUS AIO M3402WFAK-BPC032WA, all-in-one, AMD Ryzen 5 7520U, 16GB LPDDR5 on board, AMD Radeon Graphics, 512GB M.2 NVMe PCIe 3.0 SSD",2,5,กรุงเทพมหานคร,https://www.lazada.co.th/products/pdp-i5514848715.html
1,18990.0,   ASUS VIVO AIO 24 M3402WFAK-BPC032WA/OFFICE 2024/RYZEN 5-7520U,1,5,เชียงใหม่,https://www.lazada.co.th/products/pdp-i4980561966.html
1,18736.81,  -- PC 24     ASUS OEM All in one Computer 27 inch Curved screen core i7 RAM 16GB SSD 512GB 2,177,4,สมุทรปราการ,https://www.lazada.co.th/products/pdp-i4103956515.html
1,16990.0,"ASUS M3402WFAK-BPC020W, all-in-one, AMD Ryzen 5 7520U, 8GB LPDDR5, AMD Radeon Graphics, 512GB M.2 NVMe PCIe 3.0 SSD",1,5,กรุงเทพมหานคร,https://www.lazada.co.th/products/pdp-i5090956495.html
1,16390.0,DELL VOSTRO 14 3435 (VN3435PYCC2001OGTH) Ryzen 5 7530U  Windows & Office   NOTEBOOK ()  By Speed Gaming,26,5,กรุงเทพมหานคร,https://www.lazada.co.th/products/pdp-i5151088463.html
1,15778.21,Intel Core i7  -  -  PC  24     16GB 512GB SSD  computer all in one  ASUS,553,5,สมุทรปราการ,https://www.lazada.co.th/products/pdp-i4155007833.html
1,15320.0,ASUS Asus Vivobook Go 15(M1504FA-NJ516W) AMD Ryzen 5 7520U/512GB SSD  AMD Radeon Graphics NOTEBOOK()  By speed Gaming,4,5,กรุงเทพมหานคร,https://www.lazada.co.th/products/pdp-i5275524889.html
1,14999.0, All in One computer Intel Core i7  -  -  PC    RAM 16G 512G SSD     Asus,56,5,สมุทรปราการ,https://www.lazada.co.th/products/pdp-i4099731312.html
1,13990.0,"ASUS V500 Mini Tower V500MV-31315U003W, desktop, Intel Core i3-1315U, Intel UHD Graphics, 8GB DDR5 SO-DIMM, 512GB M.2 2280 NVMe PCIe 4.0 SSD",1,5,กรุงเทพมหานคร,https://www.lazada.co.th/products/pdp-i5641882396.html
1,13490.0, Acer Aspire C24-1300-A78G0T23Mi All In One/ CO3-000922,2,4,สมุทรปราการ,https://www.lazada.co.th/products/pdp-i5143001529.html
1,12990.0,[]Machenike  Mini PC II AMD Ryzen5 6600H 16G DDR5 RAM 512G SSD PCIE4.0 WiFi6 2024 ,28,4,สมุทรสาคร,https://www.lazada.co.th/products/pdp-i4664264019.html
1,11990.0,(NEW 2025) BMAX X17  15.6  1920x1080 IPS Windows 11 Intel Core i5 - 1235U  8GB LPDDR4 512GB SSD  180    1 ,11,5,สมุทรปราการ,https://www.lazada.co.th/products/pdp-i5589709029.html
1,11589.0,Nintendo Switch OLED White (Maxsoft)  Oled : White    OLED  7  (),56,5,กรุงเทพมหานคร,https://www.lazada.co.th/products/pdp-i3240427150.html
1,11589.0,"[Best Seller]  Nintendo Switch OLED Maxsoft , Synnex    :  Oled ABC  &gt; ",3923,5,กรุงเทพมหานคร,https://www.lazada.co.th/products/pdp-i3240103362.html
1,10999.0,ASUS  DEDAKJ 2024 new  N5095/i7 ram 8gb   gta v  1  Laptop Gaming Notebook Intel SSD 512GB Warranty,4,5,สมุทรปราการ,https://www.lazada.co.th/products/pdp-i5361450045.html
1,10999.0,Mistme Offical Store   Intel Celeron J4125 2024 new Laptop ram 8g 128/256gb ssd  Windows 10/11   gta MS Office ,1,5,สมุทรปราการ,https://www.lazada.co.th/products/pdp-i5273678814.html
1,9999.0,[ 2024+RAM 16G] Mistme Intel Core i7-1065G7 notebook  512GB SSD laptop   gta v computer  Lenovo,1,5,สมุทรปราการ,https://www.lazada.co.th/products/pdp-i5390827890.html
1,9999.0,G All-in-One PC Asus &    CPU i7  27   1     GAME GTA,22,4,กรุงเทพมหานคร,https://www.lazada.co.th/products/pdp-i3729206041.html
1,8557.04,"[ 0% 10 .]Mistme recommend ASUS ROG 14.1"" Ultra Slim Laptop 6GB RAM 256 SSD Intel J4025 Notebook Gamer 1920*1080 Display Office Study Computer PC Windows 11 Pro",7,4,สมุทรปราการ,https://www.lazada.co.th/products/pdp-i5277151406.html
1,6285.48,Founder  Windows 11 Pro  15.6  Intel Celeron N5095  RAM 16GB SSD 512GB   IPS FHD 1920*1080,33,4,สมุทรสาคร,https://www.lazada.co.th/products/pdp-i5616568111.html
1,6278.15,15.6  CPU N5095 16GB RAM 512GB SSD Storage Windows 11 ,2,4,สมุทรสาคร,https://www.lazada.co.th/products/pdp-i5397117951.html
1,6110.0,Hali  intel X5670  RAM16GB/SSD 480GB  RX560 4G ////,4,4,สมุทรสาคร,https://www.lazada.co.th/products/pdp-i1097272038.html
1,2618.0,Hali PUBG A4 3300  1  RAM8G CPU2.5GHz SSD 128G   (24) PC     ,9,4,สมุทรสาคร,https://www.lazada.co.th/products/pdp-i499564090.html
