Product_Page,Price,Brand,Review Count,Rating,Location,Link
4,31470.0,"[Office+] HP Notebook Ultra 5-125H| Intel Arc Graphics|16GB RAM|SSD 512GB|Win11| 14-ep1085TU , 15-fd1218TU",20,5,กรุงเทพมหานคร,https://www.lazada.co.th/products/pdp-i5181736778.html
4,31080.0,[ 0% 10 .]LENOVO LOQ 15ARP9 83JC003NTA/R7 7435HS/Warranty : 2 Years,1,4,กรุงเทพมหานคร,https://www.lazada.co.th/products/pdp-i5189849362.html
4,30990.0,HP Pavilion Aero 13.3 inch Laptop 13-bg0056AU - 5-8640U - AMD Radeon - 16GB - 512GB - Win11 - MS H - S 21 - 3Yrs,7,4,กรุงเทพมหานคร,https://www.lazada.co.th/products/pdp-i5426056987.html
4,30989.0,Electrolux    EWW1142R7MB  11 .  7 .  2 ,3,5,สมุทรปราการ,https://www.lazada.co.th/products/pdp-i3457014277.html
4,29999.0,OMFPRO    Mini M9,6,4,กรุงเทพมหานคร,https://www.lazada.co.th/products/pdp-i553172071.html
4,29990.0,() Electrolux   Heat Pump   8 .  EDH803J5WC ( ..   )(- ),5,4,กรุงเทพมหานคร,https://www.lazada.co.th/products/pdp-i5339849115.html
4,29518.0,"MSI ALL-IN-ONE MODERN AM242 1M-1433TH | 23.8""FHD | LED Back-light | Intel Iris Xe Graphics | 16GB (8GBx2) DDR5 |1TB M.2 Pcle SSD | ()  [Pre-Order 7-15]",1,5,กรุงเทพมหานคร,https://www.lazada.co.th/products/pdp-i5406503035.html
4,29400.0," Apple MacBook Air 13  ( M3,  2024) [iStudio by UFicon]",6,5,กรุงเทพมหานคร,https://www.lazada.co.th/products/pdp-i5100038968.html
4,29200.0, Apple Macbook Air M2 13.6  Ram16GB  256GB-THA (Mid 2022) [iStudio by UFicon],9,4,กรุงเทพมหานคร,https://www.lazada.co.th/products/pdp-i4351454395.html
4,29200.0,Apple MacBook Air 13 : M2 chip 8C CPU/8C GPU/16GB/256GB (2024) by Studio 7,8,5,สมุทรปราการ,https://www.lazada.co.th/products/pdp-i5436224556.html
4,28990.0,New 2024 [] SAMSUNG Odyssey OLED G6 Gaming Monitor  LS27DG602SEXXT  27 ,15,5,ชลบุรี,https://www.lazada.co.th/products/pdp-i5164682103.html
4,28989.0,() Electrolux  Inverter  11 .  EWF1141R9SB  2 ,1,5,สมุทรปราการ,https://www.lazada.co.th/products/pdp-i4004850729.html
4,28900.0,Intel NUC11 Extreme Beast Canyon i7 (NUC11BTMi7)  NUC11BTMi9  ,1,5,กรุงเทพมหานคร,https://www.lazada.co.th/products/pdp-i2861439525.html
1,28810.0,"[ 0%]Lenovo IdeaCentre AIO 24IRH9(F0HN0020TA) Intel I5-13420H 16GB SSD 512GB 23.8"" IPS",1,5,กรุงเทพมหานคร,https://www.lazada.co.th/products/pdp-i5224442903.html
4,28430.0,[ 0% 10 .]ACER NITRO V 16 ANV16-41-R724 (OBSIDIAN BLACK) /R7 8845HS/ 3 Years+Onsite,12,5,กรุงเทพมหานคร,https://www.lazada.co.th/products/pdp-i5375872312.html
4,28405.0,TOZIENT  Leather      ,1,5,นครปฐม,https://www.lazada.co.th/products/pdp-i5704033051.html
